planned_unit_id,historical_source_run_id,dataset_id,method_id,sigma,replicate,r0_clean_match,r0_pert_match,historical_status,reconstructed_status,status_match,structural_fingerprint_match,pullback_identity_match,membership_persisted
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep18__5421584c992db48b,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep18__5421584c992db48b,swiss_roll_with_hole,conventional,0.01,18,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep18__0bea9cd97c044c33,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep18__0bea9cd97c044c33,swiss_roll_with_hole,f_mapper,0.01,18,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep19__bb31037cda4cb33d,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep19__bb31037cda4cb33d,swiss_roll_with_hole,conventional,0.01,19,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep19__0a258dcf25d6cef9,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep19__0a258dcf25d6cef9,swiss_roll_with_hole,f_mapper,0.01,19,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep20__3d6092f8c3587c64,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep20__3d6092f8c3587c64,swiss_roll_with_hole,conventional,0.01,20,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep20__2f9773650bd06d3f,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep20__2f9773650bd06d3f,swiss_roll_with_hole,f_mapper,0.01,20,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep21__0177327feaf2edc5,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep21__0177327feaf2edc5,swiss_roll_with_hole,conventional,0.01,21,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep21__de0d39d22253647c,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep21__de0d39d22253647c,swiss_roll_with_hole,f_mapper,0.01,21,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep22__45b6b7084c8b73a6,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep22__45b6b7084c8b73a6,swiss_roll_with_hole,conventional,0.01,22,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep22__8da4f2bd34ee7c44,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep22__8da4f2bd34ee7c44,swiss_roll_with_hole,f_mapper,0.01,22,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep23__eea0838e2099ae1f,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep23__eea0838e2099ae1f,swiss_roll_with_hole,conventional,0.01,23,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep23__b89d1b0852519c8f,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep23__b89d1b0852519c8f,swiss_roll_with_hole,f_mapper,0.01,23,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep24__49c80749679f2014,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep24__49c80749679f2014,swiss_roll_with_hole,conventional,0.01,24,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep24__9be77d1c40aa2351,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep24__9be77d1c40aa2351,swiss_roll_with_hole,f_mapper,0.01,24,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep25__99f2d68bec404874,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep25__99f2d68bec404874,swiss_roll_with_hole,conventional,0.01,25,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep25__1db8716314afcd12,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep25__1db8716314afcd12,swiss_roll_with_hole,f_mapper,0.01,25,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep26__47249aaa8b99f9b5,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep26__47249aaa8b99f9b5,swiss_roll_with_hole,conventional,0.01,26,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep26__a0e62d8888047c62,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep26__a0e62d8888047c62,swiss_roll_with_hole,f_mapper,0.01,26,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep27__ee435a1ba80e8a65,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep27__ee435a1ba80e8a65,swiss_roll_with_hole,conventional,0.01,27,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep27__664beacfa3d4df14,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep27__664beacfa3d4df14,swiss_roll_with_hole,f_mapper,0.01,27,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep28__25d26c6e42e8ea7a,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep28__25d26c6e42e8ea7a,swiss_roll_with_hole,conventional,0.01,28,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep28__09760577ba3d20ac,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep28__09760577ba3d20ac,swiss_roll_with_hole,f_mapper,0.01,28,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep29__924d9e5a7649d243,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep29__924d9e5a7649d243,swiss_roll_with_hole,conventional,0.01,29,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep29__ea81b8de877062de,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep29__ea81b8de877062de,swiss_roll_with_hole,f_mapper,0.01,29,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep30__4f719dd5a28ea5f2,M6A2__swiss_roll_with_hole__conventional__sigma_0.01__rep30__4f719dd5a28ea5f2,swiss_roll_with_hole,conventional,0.01,30,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep30__f0865c6325c5898f,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.01__rep30__f0865c6325c5898f,swiss_roll_with_hole,f_mapper,0.01,30,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep1__aee0851470d1801a,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep1__aee0851470d1801a,swiss_roll_with_hole,conventional,0.03,1,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep1__3c16f78bd46917df,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep1__3c16f78bd46917df,swiss_roll_with_hole,f_mapper,0.03,1,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep2__c6976a19e1139fcd,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep2__c6976a19e1139fcd,swiss_roll_with_hole,conventional,0.03,2,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep2__a881437d060f49b2,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep2__a881437d060f49b2,swiss_roll_with_hole,f_mapper,0.03,2,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep3__7f8c3cbab7ecab3d,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep3__7f8c3cbab7ecab3d,swiss_roll_with_hole,conventional,0.03,3,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep3__af2a0c54e7da2b29,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep3__af2a0c54e7da2b29,swiss_roll_with_hole,f_mapper,0.03,3,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep4__9917499861cd0299,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep4__9917499861cd0299,swiss_roll_with_hole,conventional,0.03,4,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep4__e82ab45d0a116341,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep4__e82ab45d0a116341,swiss_roll_with_hole,f_mapper,0.03,4,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep5__a9740a6398387801,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep5__a9740a6398387801,swiss_roll_with_hole,conventional,0.03,5,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep5__c9a723d370c35889,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep5__c9a723d370c35889,swiss_roll_with_hole,f_mapper,0.03,5,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep6__9c2387402611994a,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep6__9c2387402611994a,swiss_roll_with_hole,conventional,0.03,6,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep6__a79f995bacc71e31,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep6__a79f995bacc71e31,swiss_roll_with_hole,f_mapper,0.03,6,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep7__d523fc37e5ebcb45,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep7__d523fc37e5ebcb45,swiss_roll_with_hole,conventional,0.03,7,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep7__4681076ef1e139d2,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep7__4681076ef1e139d2,swiss_roll_with_hole,f_mapper,0.03,7,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep8__6a7bd2eef0b3683e,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep8__6a7bd2eef0b3683e,swiss_roll_with_hole,conventional,0.03,8,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep8__cf18953e5e5fddf4,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep8__cf18953e5e5fddf4,swiss_roll_with_hole,f_mapper,0.03,8,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep9__b90ac7528ff4b024,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep9__b90ac7528ff4b024,swiss_roll_with_hole,conventional,0.03,9,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep9__1bd4d27f51266e31,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep9__1bd4d27f51266e31,swiss_roll_with_hole,f_mapper,0.03,9,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep10__a04ee4c4830e13fa,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep10__a04ee4c4830e13fa,swiss_roll_with_hole,conventional,0.03,10,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep10__cce605e5bccdaabd,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep10__cce605e5bccdaabd,swiss_roll_with_hole,f_mapper,0.03,10,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep11__5bb672aada4cc04e,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep11__5bb672aada4cc04e,swiss_roll_with_hole,conventional,0.03,11,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep11__f1d65f0120844984,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep11__f1d65f0120844984,swiss_roll_with_hole,f_mapper,0.03,11,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep12__ef04160fdd6a2c0a,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep12__ef04160fdd6a2c0a,swiss_roll_with_hole,conventional,0.03,12,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep12__03d24de70423dcef,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep12__03d24de70423dcef,swiss_roll_with_hole,f_mapper,0.03,12,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep13__fde28e0386c032cc,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep13__fde28e0386c032cc,swiss_roll_with_hole,conventional,0.03,13,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep13__d3d77c47749d53f9,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep13__d3d77c47749d53f9,swiss_roll_with_hole,f_mapper,0.03,13,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep14__44c7f086f8560d5f,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep14__44c7f086f8560d5f,swiss_roll_with_hole,conventional,0.03,14,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep14__4059aa44d379ec8b,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep14__4059aa44d379ec8b,swiss_roll_with_hole,f_mapper,0.03,14,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep15__8682512d9c07aa4e,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep15__8682512d9c07aa4e,swiss_roll_with_hole,conventional,0.03,15,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep15__e0f9a01293a81599,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep15__e0f9a01293a81599,swiss_roll_with_hole,f_mapper,0.03,15,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep16__b35b27a3e8621195,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep16__b35b27a3e8621195,swiss_roll_with_hole,conventional,0.03,16,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep16__ee65123645288a99,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep16__ee65123645288a99,swiss_roll_with_hole,f_mapper,0.03,16,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep17__3bcb7fc6aceec94d,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep17__3bcb7fc6aceec94d,swiss_roll_with_hole,conventional,0.03,17,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep17__9de53fa2d6c32564,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep17__9de53fa2d6c32564,swiss_roll_with_hole,f_mapper,0.03,17,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep18__fb74c17bf25caf61,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep18__fb74c17bf25caf61,swiss_roll_with_hole,conventional,0.03,18,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep18__840e5ccddac903c3,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep18__840e5ccddac903c3,swiss_roll_with_hole,f_mapper,0.03,18,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep19__ae96e05ee5c458f1,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep19__ae96e05ee5c458f1,swiss_roll_with_hole,conventional,0.03,19,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep19__79bc773ae939d951,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep19__79bc773ae939d951,swiss_roll_with_hole,f_mapper,0.03,19,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep20__356aafa79b1cbe69,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep20__356aafa79b1cbe69,swiss_roll_with_hole,conventional,0.03,20,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep20__eb3d4018a590baee,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep20__eb3d4018a590baee,swiss_roll_with_hole,f_mapper,0.03,20,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep21__205b2720fd34489a,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep21__205b2720fd34489a,swiss_roll_with_hole,conventional,0.03,21,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep21__4e2f454bced2ba77,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep21__4e2f454bced2ba77,swiss_roll_with_hole,f_mapper,0.03,21,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep22__fe4bfacf37dacbb8,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep22__fe4bfacf37dacbb8,swiss_roll_with_hole,conventional,0.03,22,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep22__692be4c5f73a5fed,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep22__692be4c5f73a5fed,swiss_roll_with_hole,f_mapper,0.03,22,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep23__168587e3ffc18984,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep23__168587e3ffc18984,swiss_roll_with_hole,conventional,0.03,23,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep23__38d4f51951c0eff5,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep23__38d4f51951c0eff5,swiss_roll_with_hole,f_mapper,0.03,23,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep24__4c131686da31290e,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep24__4c131686da31290e,swiss_roll_with_hole,conventional,0.03,24,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep24__afb0fa247b85df0e,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep24__afb0fa247b85df0e,swiss_roll_with_hole,f_mapper,0.03,24,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep25__dce22639979e79a7,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep25__dce22639979e79a7,swiss_roll_with_hole,conventional,0.03,25,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep25__e83ea99c54ce703a,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep25__e83ea99c54ce703a,swiss_roll_with_hole,f_mapper,0.03,25,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep26__259a69b17eadc6c2,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep26__259a69b17eadc6c2,swiss_roll_with_hole,conventional,0.03,26,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep26__a0a8d3b1842d4142,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep26__a0a8d3b1842d4142,swiss_roll_with_hole,f_mapper,0.03,26,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep27__681de457ee52c5c2,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep27__681de457ee52c5c2,swiss_roll_with_hole,conventional,0.03,27,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep27__e5e77cd41078163e,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep27__e5e77cd41078163e,swiss_roll_with_hole,f_mapper,0.03,27,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep28__7a61e7ceda6f9ba5,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep28__7a61e7ceda6f9ba5,swiss_roll_with_hole,conventional,0.03,28,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep28__dc5416b461a10a16,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep28__dc5416b461a10a16,swiss_roll_with_hole,f_mapper,0.03,28,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep29__0ae02cc1ba96d556,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep29__0ae02cc1ba96d556,swiss_roll_with_hole,conventional,0.03,29,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep29__120e59e005a759e3,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep29__120e59e005a759e3,swiss_roll_with_hole,f_mapper,0.03,29,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep30__c63de71d8f205564,M6A2__swiss_roll_with_hole__conventional__sigma_0.03__rep30__c63de71d8f205564,swiss_roll_with_hole,conventional,0.03,30,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep30__57599a2269ba9454,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.03__rep30__57599a2269ba9454,swiss_roll_with_hole,f_mapper,0.03,30,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep1__fbb9da425f396cee,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep1__fbb9da425f396cee,swiss_roll_with_hole,conventional,0.05,1,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep1__6bfff4dce9a4cd8e,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep1__6bfff4dce9a4cd8e,swiss_roll_with_hole,f_mapper,0.05,1,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep2__c9600b5f572e38ee,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep2__c9600b5f572e38ee,swiss_roll_with_hole,conventional,0.05,2,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep2__83e8d6bc40ea3fa6,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep2__83e8d6bc40ea3fa6,swiss_roll_with_hole,f_mapper,0.05,2,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep3__05780819efb8507a,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep3__05780819efb8507a,swiss_roll_with_hole,conventional,0.05,3,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep3__fca4fb7de3438b7c,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep3__fca4fb7de3438b7c,swiss_roll_with_hole,f_mapper,0.05,3,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep4__8b35dd305ba514b4,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep4__8b35dd305ba514b4,swiss_roll_with_hole,conventional,0.05,4,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep4__0e54f85fe0ee139a,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep4__0e54f85fe0ee139a,swiss_roll_with_hole,f_mapper,0.05,4,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep5__b70b3a823f38accd,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep5__b70b3a823f38accd,swiss_roll_with_hole,conventional,0.05,5,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep5__5e7d1b864e72c682,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep5__5e7d1b864e72c682,swiss_roll_with_hole,f_mapper,0.05,5,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep6__c4955e24a1b376ad,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep6__c4955e24a1b376ad,swiss_roll_with_hole,conventional,0.05,6,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep6__d18f78e9f37f9b6e,M6A2__swiss_roll_with_hole__f_mapper__sigma_0.05__rep6__d18f78e9f37f9b6e,swiss_roll_with_hole,f_mapper,0.05,6,True,True,success,success,True,True,True,True
N1_C_RETRO__M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep7__b7bd5fc82f638562,M6A2__swiss_roll_with_hole__conventional__sigma_0.05__rep7__b7bd5fc82f638562,swiss_roll_with_hole,conventional,0.05,7,True,True,success,success,True,True,True,True
